incorrect_word,correct_word,note,type
corvette,คอร์เวตต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
cost unit,คอสต์ยูนิต,คำทับศัพท์ทางการวุฒิสภา,transliteration
council,เคาน์ซิล,คำทับศัพท์ทางการวุฒิสภา,transliteration
counter,เคาน์เตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
coverage,คัฟเวอริจ,คำทับศัพท์ทางการวุฒิสภา,transliteration
CPI,ซีพีไอ,คำทับศัพท์ทางการวุฒิสภา,transliteration
CPR,ซีพีอาร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
CPTPP,ซีพีทีพีพี,คำทับศัพท์ทางการวุฒิสภา,transliteration
craving,เครฟวิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
creative commons,ครีเอทีฟคอมมอนส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
creative thinking,ครีเอทีฟทิงกิง,คำทับศัพท์ทางการวุฒิสภา,transliteration
credit bank,เครดิตแบงก์,คำทับศัพท์ทางการวุฒิสภา,transliteration
crimes,ไครมส์,คำทับศัพท์ทางการวุฒิสภา,transliteration
criteria,ไครทีเรีย,คำทับศัพท์ทางการวุฒิสภา,transliteration
crop,คร็อป,คำทับศัพท์ทางการวุฒิสภา,transliteration
crypto,คริปโท,คำทับศัพท์ทางการวุฒิสภา,transliteration
Crypto Crime Report,คริปโทไครม์รีพอร์ต,คำทับศัพท์ทางการวุฒิสภา,transliteration
cryptocurrency,คริปโทเคอร์เรนซี,คำทับศัพท์ทางการวุฒิสภา,transliteration
cup,คัป,คำทับศัพท์ทางการวุฒิสภา,transliteration
Customary International Law,คัสโตมามารีอินเตอร์แนชันนัลลอว์,คำทับศัพท์ทางการวุฒิสภา,transliteration
cutout,คัตเอาต์,คำทับศัพท์ทางการวุฒิสภา,transliteration
cyber,ไซเบอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
cybercrime,ไซเบอร์ไครม์,คำทับศัพท์ทางการวุฒิสภา,transliteration
DAISY,เดซี,คำทับศัพท์ทางการวุฒิสภา,transliteration
data,เดตา,คำทับศัพท์ทางการวุฒิสภา,transliteration
data center,เดตาเซนเตอร์,คำทับศัพท์ทางการวุฒิสภา,transliteration
data-driven,เดตาดริฟเวน,คำทับศัพท์ทางการวุฒิสภา,transliteration
data lake,เดตาเลก,คำทับศัพท์ทางการวุฒิสภา,transliteration
data space,เดตาสเปซ,คำทับศัพท์ทางการวุฒิสภา,transliteration
deadline,เดดไลน์,คำทับศัพท์ทางการวุฒิสภา,transliteration
